customerid,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cluster_id,country,first_purchase_date,last_purchase_date,PCA1,PCA2,business_segment,action_category,segment_description
13140,108,3,422.47,2,2,2,222,Hibernating,1,United Kingdom,2010-12-08 15:12:00,2011-08-23 15:33:00,-0.5479958635451052,0.3644479486072639,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16780,100,2,422.24,2,1,2,212,Hibernating,1,United Kingdom,2011-03-25 17:34:00,2011-08-31 16:09:00,-0.7794470338799839,0.2058827452868923,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
18106,330,1,421.9,1,1,2,112,Lost,1,United Kingdom,2011-01-14 12:23:00,2011-01-14 12:23:00,-1.6001484421522008,0.8029721821843585,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14757,75,1,420.5,2,1,2,212,Hibernating,1,United Kingdom,2011-09-25 14:36:00,2011-09-25 14:36:00,-1.039654581586186,-0.1309992885276047,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15206,10,4,420.3,5,3,2,532,Loyal Customers,0,United Kingdom,2011-03-09 08:59:00,2011-11-29 13:41:00,0.5275763619150787,-1.0059682562732248,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15889,157,2,420.07,2,1,2,212,Hibernating,1,United Kingdom,2010-12-05 15:12:00,2011-07-06 11:10:00,-0.9528187087981776,0.4876807802008083,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14124,84,1,419.58,2,1,2,212,Hibernating,1,United Kingdom,2011-09-16 13:32:00,2011-09-16 13:32:00,-1.0834430634448098,-0.0608463153390517,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15361,362,1,418.92,1,1,2,112,Lost,1,United Kingdom,2010-12-13 09:52:00,2010-12-13 09:52:00,-1.638753925227418,0.8588991319866246,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
18034,22,2,418.68,4,1,2,412,Recent Customers,0,United Kingdom,2011-11-18 12:08:00,2011-11-18 12:22:00,-0.2182378761454717,-0.7351818594177851,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
17371,17,3,418.4,4,2,2,422,Potential Loyalists,0,United Kingdom,2010-12-13 15:20:00,2011-11-22 13:30:00,0.1353942357360984,-0.7807727760510405,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
12593,109,3,418.1,2,2,2,222,Hibernating,1,France,2011-05-05 09:29:00,2011-08-23 12:43:00,-0.5564029257781338,0.3664594233610393,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17701,253,1,417.95,1,1,2,112,Lost,1,United Kingdom,2011-04-01 12:25:00,2011-04-01 12:25:00,-1.5034509948333392,0.6316982802027751,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17232,3,2,417.77,5,1,2,512,Recent Customers,0,United Kingdom,2011-11-25 12:24:00,2011-12-07 12:21:00,0.4489237382731217,-1.8448529939876992,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
13615,319,1,417.69,1,1,2,112,Lost,1,United Kingdom,2011-01-25 08:21:00,2011-01-25 08:21:00,-1.5919818157688412,0.777902962576651,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16737,53,1,417.6,3,1,2,312,Need Attention,1,United Kingdom,2011-10-17 13:03:00,2011-10-17 13:03:00,-0.912380588457377,-0.350160885718287,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12833,145,1,417.38,2,1,2,212,Hibernating,1,United Kingdom,2011-07-17 13:46:00,2011-07-17 13:46:00,-1.2925736890764945,0.2801745992951012,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17392,307,2,417.27,1,1,2,112,Lost,1,United Kingdom,2010-12-16 19:04:00,2011-02-06 12:48:00,-1.2109677245629094,0.9084060507851224,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
13166,283,1,417.2,1,1,2,112,Lost,1,United Kingdom,2011-03-01 15:16:00,2011-03-01 15:16:00,-1.5469468299596474,0.7018182855254513,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16816,103,4,417.06,2,3,2,232,At Risk,2,United Kingdom,2010-12-16 17:01:00,2011-08-28 14:16:00,-0.334241059302708,0.4153542149671665,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13889,93,1,416.9,2,1,2,212,Hibernating,1,United Kingdom,2011-09-08 09:13:00,2011-09-08 09:13:00,-1.124919748407147,0.0006270365800179,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17223,310,2,416.89,1,1,2,112,Lost,1,United Kingdom,2010-12-06 14:08:00,2011-02-02 15:57:00,-1.2151014486162064,0.9142198417848804,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15935,239,2,416.86,1,1,2,112,Lost,1,United Kingdom,2011-04-12 09:35:00,2011-04-14 13:27:00,-1.1161391829429792,0.7499066804283661,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16957,239,2,416.64,1,1,2,112,Lost,1,United Kingdom,2011-03-03 09:25:00,2011-04-14 13:56:00,-1.1163888878510533,0.7497148792359452,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
13085,158,2,416.08,2,1,2,212,Hibernating,1,United Kingdom,2011-02-17 13:57:00,2011-07-05 12:11:00,-0.9597432532139976,0.4882127850022272,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14139,46,1,415.82,3,1,2,312,Need Attention,1,United Kingdom,2011-10-24 13:34:00,2011-10-24 13:34:00,-0.8613658799956448,-0.4397262878335356,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15803,51,1,415.82,3,1,2,312,Need Attention,1,United Kingdom,2011-10-19 14:56:00,2011-10-19 14:56:00,-0.8999843947323556,-0.3756378310433964,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12930,78,2,415.8,2,1,2,212,Hibernating,1,United Kingdom,2011-06-21 13:25:00,2011-09-22 15:18:00,-0.6928707482170589,0.0445577167902871,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12580,247,1,415.7,1,1,2,112,Lost,1,Germany,2011-04-07 10:24:00,2011-04-07 10:24:00,-1.4968724815089869,0.6145824568839082,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15725,15,1,415.25,4,1,2,412,Recent Customers,0,United Kingdom,2011-11-24 14:51:00,2011-11-24 14:51:00,-0.4503893900700511,-1.1233279238056442,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
14333,68,1,415.2,3,1,2,312,Need Attention,1,United Kingdom,2011-10-03 10:38:00,2011-10-03 10:38:00,-1.00874322304564,-0.1968630990834134,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
18001,12,2,415.13,5,1,2,512,Recent Customers,0,United Kingdom,2011-09-14 11:21:00,2011-11-27 16:02:00,-0.0043187385550585,-1.0999645662633255,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
16795,365,1,414.88,1,1,2,112,Lost,1,United Kingdom,2010-12-09 14:08:00,2010-12-09 14:08:00,-1.646481839279644,0.8605958103249738,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14998,170,2,414.87,2,1,2,212,Hibernating,1,United Kingdom,2011-04-12 16:28:00,2011-06-22 17:30:00,-0.9889147636348726,0.5332794142126216,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12993,23,4,414.76,4,3,2,432,Loyal Customers,0,United Kingdom,2011-02-14 14:29:00,2011-11-16 15:49:00,0.2232809547373739,-0.5162187187276536,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15994,55,1,414.27,3,1,2,312,Need Attention,1,United Kingdom,2011-10-16 12:28:00,2011-10-16 12:28:00,-0.9300599884188292,-0.3300149937970789,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16239,57,2,414.2,3,1,2,312,Need Attention,1,United Kingdom,2011-06-03 09:30:00,2011-10-14 08:29:00,-0.576655193219064,-0.1527323300832256,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17483,65,3,414.04,3,2,2,322,Need Attention,2,United Kingdom,2011-06-09 19:40:00,2011-10-05 13:10:00,-0.3658842979290569,0.0390833243107089,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13974,49,1,413.59,3,1,2,312,Need Attention,1,United Kingdom,2011-10-21 14:41:00,2011-10-21 14:41:00,-0.8875457178051903,-0.4024549840452848,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16834,228,1,413.46,1,1,2,112,Lost,1,United Kingdom,2011-04-26 09:37:00,2011-04-26 09:37:00,-1.4689803968253272,0.5620904053005591,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17134,107,2,413.2,2,1,2,212,Hibernating,1,United Kingdom,2011-03-20 11:56:00,2011-08-25 09:53:00,-0.815282220924097,0.2404999065642312,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14620,206,2,412.78,1,1,2,112,Lost,1,United Kingdom,2011-03-01 08:30:00,2011-05-18 11:58:00,-1.0642864108821002,0.652561222527307,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15523,84,1,412.01,2,1,2,212,Hibernating,1,United Kingdom,2011-09-16 16:29:00,2011-09-16 16:29:00,-1.0920551059462345,-0.0674613235649283,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16272,117,1,411.7,2,1,2,212,Hibernating,1,United Kingdom,2011-08-15 10:53:00,2011-08-15 10:54:00,-1.2177192260707597,0.1402173316872412,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15186,14,2,411.41,4,1,2,412,Recent Customers,0,United Kingdom,2011-06-24 14:54:00,2011-11-25 14:58:00,-0.0632407550517299,-1.0125182551154823,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15099,84,1,410.48,2,1,2,212,Hibernating,1,United Kingdom,2011-09-16 13:13:00,2011-09-16 13:13:00,-1.0938148818991305,-0.068813027577325,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15695,267,2,409.98,1,1,2,112,Lost,1,United Kingdom,2011-03-18 08:31:00,2011-03-18 08:32:00,-1.1661638019941114,0.8138137920409295,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14048,305,1,409.93,1,1,2,112,Lost,1,United Kingdom,2011-02-07 14:53:00,2011-02-07 14:53:00,-1.5837632511023243,0.7427297742262792,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
13827,58,3,409.8,3,2,2,322,Need Attention,2,United Kingdom,2011-07-19 15:38:00,2011-10-13 12:38:00,-0.3279245438470394,-0.0357316586706602,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14348,260,1,409.57,1,1,2,112,Lost,1,United Kingdom,2011-03-24 16:23:00,2011-03-24 16:23:00,-1.52341642698117,0.6415737502715138,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12990,31,3,409.5,4,2,2,422,Potential Loyalists,0,United Kingdom,2011-02-02 15:39:00,2011-11-08 13:01:00,-0.0945639709745662,-0.4238406820748213,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15225,234,1,409.4,1,1,2,112,Lost,1,United Kingdom,2011-04-19 14:51:00,2011-04-19 14:51:00,-1.4835278761601356,0.5749009222907081,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16243,34,2,409.1,3,1,2,312,Need Attention,0,United Kingdom,2011-10-16 12:09:00,2011-11-06 12:32:00,-0.3895701619887557,-0.477431455998889,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
16018,39,2,408.9,3,1,2,312,Need Attention,0,United Kingdom,2011-06-12 13:52:00,2011-10-31 14:13:00,-0.4408101826828887,-0.3929587744560641,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15269,24,1,408.8,4,1,2,412,Recent Customers,0,United Kingdom,2011-11-16 09:32:00,2011-11-16 09:32:00,-0.6282749670877691,-0.846098220088287,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
17913,59,2,408.65,3,1,2,312,Need Attention,1,United Kingdom,2010-12-19 11:35:00,2011-10-12 10:45:00,-0.5959863221916185,-0.1361420881590955,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16629,74,2,408.63,2,1,2,212,Hibernating,1,United Kingdom,2011-09-04 16:12:00,2011-09-27 10:34:00,-0.6812498629997509,0.0052988358887666,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16324,128,3,408.59,2,2,2,222,Hibernating,1,United Kingdom,2011-06-15 14:26:00,2011-08-03 12:58:00,-0.628150689318653,0.4591061776908602,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17931,134,2,408.36,2,1,2,212,Hibernating,1,United Kingdom,2011-03-29 12:31:00,2011-07-28 18:33:00,-0.9060958289380814,0.3776777605895283,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16399,19,2,408.02,4,1,2,412,Recent Customers,0,United Kingdom,2011-04-18 13:46:00,2011-11-20 16:12:00,-0.1770483863365422,-0.8331523870475781,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15127,66,1,406.53,3,1,2,312,Need Attention,1,United Kingdom,2011-10-05 10:30:00,2011-10-05 10:30:00,-1.0074887990720245,-0.2231766140165492,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16947,236,1,406.48,1,1,2,112,Lost,1,United Kingdom,2011-04-18 09:38:00,2011-04-18 09:38:00,-1.490150847075739,0.5776727127532665,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15342,130,1,406.09,2,1,2,212,Hibernating,1,United Kingdom,2011-08-02 10:19:00,2011-08-02 10:19:00,-1.2641324673204222,0.2014869471650405,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14616,243,3,406.08,1,2,2,122,Lost,1,United Kingdom,2011-01-26 12:42:00,2011-04-11 09:54:00,-0.8745339424648468,0.8609101676105657,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12970,7,4,405.47,5,3,2,532,Loyal Customers,0,United Kingdom,2011-01-21 14:04:00,2011-12-02 14:30:00,0.632233666133872,-1.2208987825899846,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
12922,161,1,405.38,2,1,2,212,Hibernating,1,United Kingdom,2011-07-01 15:35:00,2011-07-01 15:35:00,-1.346096155813731,0.3354985456003063,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15012,54,2,405.04,3,1,2,312,Need Attention,1,United Kingdom,2010-12-01 12:49:00,2011-10-17 12:22:00,-0.5669451187666574,-0.194525462526676,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15938,112,5,404.58,2,3,2,232,At Risk,2,United Kingdom,2011-01-20 10:11:00,2011-08-19 12:56:00,-0.2153402079959686,0.5266726635657046,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16319,218,1,404.4,1,1,2,112,Lost,1,United Kingdom,2011-05-06 11:27:00,2011-05-06 11:27:00,-1.462403978589062,0.5257352655709683,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16484,174,2,404.3,2,1,2,212,Hibernating,1,United Kingdom,2011-06-02 10:39:00,2011-06-19 12:06:00,-1.0099547000707187,0.5385610399835153,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12498,21,3,403.7,4,2,2,422,Potential Loyalists,0,Germany,2011-10-13 09:30:00,2011-11-18 12:53:00,0.041821003092327,-0.6665548897106641,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
17431,313,1,403.3,1,1,2,112,Lost,1,United Kingdom,2011-01-30 14:36:00,2011-01-30 14:36:00,-1.6013342866422418,0.7531662776339058,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15221,366,1,403.25,1,1,2,112,Lost,1,United Kingdom,2010-12-08 13:08:00,2010-12-08 13:08:00,-1.660972723183744,0.8519954928894752,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
18036,32,3,403.12,4,2,2,422,Potential Loyalists,0,United Kingdom,2011-04-08 11:26:00,2011-11-07 14:40:00,-0.1137458867795246,-0.4100383432313854,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15184,29,2,402.2,4,1,2,412,Recent Customers,0,United Kingdom,2011-06-02 12:06:00,2011-11-10 13:41:00,-0.3387305313476095,-0.5813330378989616,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
12386,338,2,401.9,1,1,2,112,Lost,1,Australia,2010-12-08 09:53:00,2011-01-06 12:37:00,-1.265353255407888,0.9555653490758026,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15158,45,1,401.4,3,1,2,312,Need Attention,1,United Kingdom,2011-10-25 13:53:00,2011-10-25 13:53:00,-0.8698445527849227,-0.4661826954570852,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16500,5,6,400.86,5,3,2,532,Loyal Customers,0,United Kingdom,2011-01-13 10:28:00,2011-12-05 12:04:00,1.041179842997651,-1.2787177395126457,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
16198,75,1,400.68,2,1,2,212,Hibernating,1,United Kingdom,2011-09-25 14:58:00,2011-09-25 14:58:00,-1.0624918221136084,-0.1485408338602279,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12792,257,1,400.54,1,1,2,112,Lost,1,Portugal,2011-03-28 11:36:00,2011-03-28 11:36:00,-1.5295450957046712,0.6261452874090871,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17375,199,3,400.1,1,2,2,122,Lost,1,United Kingdom,2010-12-13 15:16:00,2011-05-24 15:45:00,-0.8055903176562903,0.7294616290255126,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
18164,37,1,399.65,3,1,2,312,Need Attention,0,United Kingdom,2011-11-02 12:56:00,2011-11-02 12:56:00,-0.7989283890273288,-0.588886811537822,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
13255,9,2,399.51,5,1,2,512,Recent Customers,0,United Kingdom,2010-12-01 11:58:00,2011-11-30 13:14:00,0.0777631801186747,-1.280220773462318,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
18154,3,2,399.19,5,1,2,512,Recent Customers,0,United Kingdom,2011-10-27 10:40:00,2011-12-06 16:41:00,0.4274054168394315,-1.8613814624976224,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
17052,28,1,399.09,4,1,2,412,Recent Customers,0,United Kingdom,2011-11-11 14:50:00,2011-11-11 14:50:00,-0.6963412273142786,-0.7607429670844422,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
17830,2,3,398.7,5,2,2,522,Potential Loyalists,0,United Kingdom,2011-02-24 10:15:00,2011-12-08 12:28:00,0.7970307462266181,-1.9341555887450093,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15522,33,2,397.99,4,1,2,412,Recent Customers,0,United Kingdom,2011-09-13 12:26:00,2011-11-07 11:26:00,-0.3915195107683435,-0.5058104500110471,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
13352,60,1,397.98,3,1,2,312,Need Attention,1,United Kingdom,2011-10-10 13:55:00,2011-10-10 13:55:00,-0.9817038652064688,-0.2903740083043326,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12508,26,2,397.88,4,1,2,412,Recent Customers,0,France,2011-11-10 16:27:00,2011-11-13 15:37:00,-0.3035906744552489,-0.6520480941823016,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15967,23,2,397.68,4,1,2,412,Recent Customers,0,United Kingdom,2011-01-25 11:57:00,2011-11-16 15:41:00,-0.2588355931533871,-0.726897646943339,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15429,27,2,397.35,4,1,2,412,Recent Customers,0,United Kingdom,2011-09-25 13:42:00,2011-11-13 12:28:00,-0.3181134809987954,-0.6294775867971387,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
17926,133,2,397.29,2,1,2,212,Hibernating,1,United Kingdom,2011-05-20 09:24:00,2011-07-29 14:39:00,-0.9162544581338584,0.3629799524499651,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
12824,60,1,397.12,3,1,2,312,Need Attention,1,United Kingdom,2011-10-11 12:49:00,2011-10-11 12:49:00,-0.982727008949526,-0.2911598967013601,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
13594,53,1,396.97,3,1,2,312,Need Attention,1,United Kingdom,2011-10-18 10:19:00,2011-10-18 10:19:00,-0.9363440237031844,-0.3685674740793002,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17486,261,1,396.87,1,1,2,112,Lost,1,United Kingdom,2011-03-23 14:00:00,2011-03-23 14:00:00,-1.5397757225840822,0.6325542754331267,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15883,2,2,396.48,5,1,2,512,Recent Customers,0,United Kingdom,2011-11-06 14:50:00,2011-12-07 17:05:00,0.5340775941979572,-2.046228154238882,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
18067,40,1,396.33,3,1,2,312,Need Attention,0,United Kingdom,2011-10-30 15:58:00,2011-10-30 15:58:00,-0.8319003299077863,-0.5437471833162287,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
16354,63,2,395.8,3,1,2,312,Need Attention,1,United Kingdom,2011-09-27 16:28:00,2011-10-07 14:28:00,-0.6357516069459606,-0.1068362716501649,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
17603,78,1,394.72,2,1,2,212,Hibernating,1,United Kingdom,2011-09-22 14:18:00,2011-09-22 14:18:00,-1.0843687741160517,-0.1294427547124851,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
14619,246,1,394.44,1,1,2,112,Lost,1,United Kingdom,2011-04-08 07:37:00,2011-04-08 07:37:00,-1.520159379865972,0.5929486386559243,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
16207,25,1,394.38,4,1,2,412,Recent Customers,0,United Kingdom,2011-11-14 13:51:00,2011-11-14 13:51:00,-0.6602423580038637,-0.8342812953895201,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15386,186,1,394.14,1,1,2,112,Lost,1,United Kingdom,2011-06-06 13:47:00,2011-06-06 13:47:00,-1.4142169366566366,0.4162607289841273,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15264,64,1,393.74,3,1,2,312,Need Attention,1,United Kingdom,2011-10-06 13:49:00,2011-10-06 13:49:00,-1.011031723106966,-0.2540017287690325,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
