customerid,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cluster_id,country,first_purchase_date,last_purchase_date,PCA1,PCA2
16266,74,7,861.89,2,4,3,243,At Risk,2,United Kingdom,2011-05-17 14:50:00,2011-09-27 12:08:00,0.5595257191480779,0.6518295912515542
16221,37,3,860.86,3,2,3,323,Need Attention,2,United Kingdom,2010-12-07 13:13:00,2011-11-03 11:43:00,0.19147877268284805,-0.0447621455709081
12794,53,2,860.41,3,1,3,313,Need Attention,2,Portugal,2011-09-02 12:01:00,2011-10-17 14:54:00,-0.20331442492221743,0.06776730007433122
13339,201,1,860.12,1,1,3,113,Lost,1,United Kingdom,2011-05-23 08:31:00,2011-05-23 08:31:00,-1.0743273415741563,0.7488875083339538
14577,13,4,859.71,5,3,3,533,Loyal Customers,0,United Kingdom,2010-12-12 11:26:00,2011-11-27 12:47:00,0.7741955775454914,-0.592894882027574
14553,19,5,859.27,4,3,3,433,Loyal Customers,2,United Kingdom,2011-01-04 15:40:00,2011-11-20 13:20:00,0.8026796649337828,-0.29723046780340473
13566,41,2,856.84,3,1,3,313,Need Attention,2,United Kingdom,2011-09-18 12:40:00,2011-10-30 11:59:00,-0.10928197362790384,-0.09306246865402981
16163,232,2,856.6,1,1,3,113,Lost,1,United Kingdom,2010-12-09 16:28:00,2011-04-21 15:15:00,-0.7639181210060291,0.9930016196717913
12693,127,4,855.91,2,3,3,233,At Risk,2,Germany,2011-01-24 12:58:00,2011-08-04 17:51:00,-0.07325367607083814,0.8083765765551143
17064,59,3,855.45,3,2,3,323,Need Attention,2,United Kingdom,2011-01-16 16:10:00,2011-10-12 10:18:00,0.014012262399512745,0.24250003859435484
16037,270,3,855.02,1,2,3,123,Lost,2,United Kingdom,2010-12-16 10:18:00,2011-03-15 09:13:00,-0.5621926133487412,1.198149351778355
12878,236,2,854.99,1,1,3,113,Lost,1,United Kingdom,2011-03-18 14:02:00,2011-04-17 13:07:00,-0.7713113557063875,1.0031079033019192
17560,95,4,854.95,2,3,3,233,At Risk,2,United Kingdom,2011-02-02 11:14:00,2011-09-06 09:18:00,0.036108804740757075,0.625596337629109
16121,57,2,854.66,3,1,3,313,Need Attention,2,United Kingdom,2011-05-08 11:52:00,2011-10-13 12:59:00,-0.23378725409539336,0.11062845074399438
14193,68,2,853.39,3,1,3,313,Need Attention,2,United Kingdom,2011-03-15 11:38:00,2011-10-03 09:34:00,-0.3008306427597005,0.22017900623740477
13991,12,6,852.88,5,3,3,533,Loyal Customers,2,United Kingdom,2011-07-19 12:58:00,2011-11-27 16:18:00,1.1031876828660379,-0.5140689092437466
15022,12,4,852.39,5,3,3,533,Loyal Customers,0,United Kingdom,2011-10-23 15:47:00,2011-11-28 12:35:00,0.7984549230895109,-0.6429852459146048
12379,82,2,852.24,2,1,3,213,Hibernating,2,Belgium,2011-06-22 16:32:00,2011-09-19 10:09:00,-0.3720373395502507,0.33679803891260895
16070,22,2,852.15,4,1,3,413,Recent Customers,0,United Kingdom,2011-11-07 16:36:00,2011-11-17 15:50:00,0.11814840235423665,-0.4767997161597314
16020,17,3,851.01,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-10-05 13:54:00,2011-11-23 11:18:00,0.4714629625507397,-0.5226345478698703
18096,12,3,849.06,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-10-07 11:55:00,2011-11-28 12:44:00,0.5946872233836099,-0.7297659985445604
12713,1,1,848.55,5,1,3,513,Recent Customers,0,Germany,2011-12-09 12:16:00,2011-12-09 12:16:00,0.682225543148666,-2.1817296394834558
14657,18,4,848.22,4,3,3,433,Loyal Customers,2,United Kingdom,2011-01-17 15:19:00,2011-11-22 12:47:00,0.6511680553305139,-0.4041971630119906
16347,11,2,847.45,5,1,3,513,Recent Customers,0,United Kingdom,2011-11-03 13:01:00,2011-11-28 13:14:00,0.3640522105442971,-0.8912424707762869
13221,240,2,847.41,1,1,3,113,Lost,1,United Kingdom,2010-12-15 13:24:00,2011-04-13 16:58:00,-0.781922240972118,1.0104784743672865
16877,12,6,846.62,5,3,3,533,Loyal Customers,2,United Kingdom,2011-05-15 16:13:00,2011-11-27 13:47:00,1.0996987293654354,-0.51674881428397
14803,162,3,845.55,2,2,3,223,Hibernating,2,United Kingdom,2011-02-20 13:21:00,2011-06-30 13:58:00,-0.3732715468714203,0.8718246571362347
12847,22,1,843.64,4,1,3,413,Recent Customers,0,United Kingdom,2011-11-17 13:16:00,2011-11-17 13:16:00,-0.2534944927166431,-0.6355492348563496
17624,15,2,843.48,4,1,3,413,Recent Customers,0,United Kingdom,2011-05-05 17:59:00,2011-11-25 10:52:00,0.25193439543955454,-0.7105786355966862
17929,11,4,843.0,5,3,3,533,Loyal Customers,0,United Kingdom,2011-02-04 11:40:00,2011-11-28 16:01:00,0.8237849454203203,-0.6977568050409569
13929,169,2,842.65,2,1,3,213,Hibernating,1,United Kingdom,2011-01-17 15:11:00,2011-06-23 15:26:00,-0.6512732503878202,0.7871866819725286
16108,85,1,842.5,2,1,3,213,Hibernating,1,United Kingdom,2011-09-16 11:48:00,2011-09-16 11:48:00,-0.7579341294662838,0.20002717195379877
16560,27,2,841.41,4,1,3,413,Recent Customers,0,United Kingdom,2010-12-16 14:36:00,2011-11-13 10:35:00,0.03699859923598005,-0.35671194131030365
14862,26,2,841.2,4,1,3,413,Recent Customers,0,United Kingdom,2011-07-14 11:20:00,2011-11-14 10:01:00,0.05077275217207238,-0.3798574980836718
17076,36,3,841.08,3,2,3,323,Need Attention,2,United Kingdom,2010-12-10 10:08:00,2011-11-03 17:53:00,0.19065713002725249,-0.070124135468033
14332,23,3,840.21,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-07-15 10:33:00,2011-11-17 11:54:00,0.35552021506069226,-0.34490868694992066
13940,17,4,839.14,4,3,3,433,Loyal Customers,0,United Kingdom,2011-07-18 16:05:00,2011-11-22 15:15:00,0.6667245785498956,-0.44238741530516684
17115,8,3,837.5,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-04-20 14:46:00,2011-12-01 14:30:00,0.7286650492295235,-0.9678667483925407
16554,42,3,837.1,3,2,3,323,Need Attention,2,United Kingdom,2011-01-12 12:41:00,2011-10-28 14:51:00,0.13100327088837674,0.023419693599027305
15832,254,1,836.79,1,1,3,113,Lost,1,United Kingdom,2011-03-30 15:29:00,2011-03-30 15:29:00,-1.1763546340068145,0.8865885591259572
12728,71,4,836.33,3,3,3,333,Loyal Customers,2,France,2011-01-11 13:31:00,2011-09-29 15:31:00,0.13557434428206622,0.4352141450546945
16747,38,2,836.06,3,1,3,313,Need Attention,2,United Kingdom,2011-10-03 10:18:00,2011-11-02 11:37:00,-0.09260004747988654,-0.1489731349405415
17169,58,2,835.78,3,1,3,313,Need Attention,2,United Kingdom,2011-06-09 13:16:00,2011-10-13 10:25:00,-0.2508966089526438,0.1133391325091496
13835,25,4,834.57,4,3,3,433,Loyal Customers,2,United Kingdom,2011-05-08 15:22:00,2011-11-14 15:37:00,0.523668204379375,-0.2112600021350251
17075,18,4,834.12,4,3,3,433,Loyal Customers,0,United Kingdom,2011-01-26 13:20:00,2011-11-22 11:58:00,0.6432293380220772,-0.4102949824653352
16644,178,2,833.78,2,1,3,213,Hibernating,1,United Kingdom,2011-05-11 12:53:00,2011-06-15 12:39:00,-0.6759911092073636,0.8160403092989456
15862,8,4,832.88,5,3,3,533,Loyal Customers,0,United Kingdom,2010-12-01 11:21:00,2011-12-01 13:28:00,0.9279591899708906,-0.8845221875073938
14644,68,2,830.76,3,1,3,313,Need Attention,2,United Kingdom,2011-02-14 14:14:00,2011-10-03 08:30:00,-0.31355879224214545,0.2104023692186452
16924,21,3,829.89,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-09-16 12:54:00,2011-11-18 12:53:00,0.3829054508650817,-0.4045640289639751
13681,18,4,827.83,4,3,3,433,Loyal Customers,0,United Kingdom,2011-07-07 15:21:00,2011-11-22 11:13:00,0.6396445516150581,-0.413048497855734
12461,94,2,826.88,2,1,3,213,Hibernating,2,Switzerland,2011-07-08 10:23:00,2011-09-06 16:57:00,-0.43792746069223887,0.41141337617317536
12781,64,2,826.74,3,1,3,313,Need Attention,2,Czech Republic,2011-02-28 08:43:00,2011-10-07 10:37:00,-0.2930433727447812,0.17077969064892096
16494,297,1,826.53,1,1,3,113,Lost,1,United Kingdom,2011-02-16 12:49:00,2011-02-16 12:49:00,-1.2417239583032758,0.9808869854207375
12427,22,3,825.8,4,2,3,423,Potential Loyalists,0,Germany,2010-12-03 10:44:00,2011-11-18 08:56:00,0.3635852041777932,-0.3781816593581848
15164,69,3,824.58,3,2,3,323,Need Attention,2,United Kingdom,2011-01-04 14:21:00,2011-10-02 12:05:00,-0.062279130610097384,0.32685183106844806
16164,17,3,822.48,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-10-28 09:12:00,2011-11-22 15:04:00,0.45531369784777737,-0.5350389825709625
12778,20,6,822.23,4,3,3,433,Loyal Customers,2,Netherlands,2011-01-31 14:35:00,2011-11-20 11:30:00,0.902658947785637,-0.2233638253668455
13893,298,1,821.1,1,1,3,113,Lost,1,United Kingdom,2011-02-15 11:30:00,2011-02-15 11:30:00,-1.2461252017284925,0.9806130529211328
17921,64,4,820.23,3,3,3,333,Loyal Customers,2,United Kingdom,2011-03-18 13:19:00,2011-10-06 18:56:00,0.16543891045853734,0.3633048701697862
17759,17,3,819.96,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-06-23 13:35:00,2011-11-22 16:02:00,0.45386047006990615,-0.5361552234282387
13220,78,4,819.29,2,3,3,233,At Risk,2,United Kingdom,2011-04-17 10:59:00,2011-09-22 13:38:00,0.09038311655895946,0.4865436581779143
16092,115,3,817.86,2,2,3,223,Hibernating,2,United Kingdom,2011-03-30 15:38:00,2011-08-17 10:46:00,-0.25909968499196795,0.6440729904366697
16869,23,4,817.12,4,3,3,433,Loyal Customers,2,United Kingdom,2011-06-17 13:01:00,2011-11-17 12:02:00,0.5442372576157657,-0.2696885160102089
16943,212,3,816.73,1,2,3,123,Lost,2,United Kingdom,2011-01-25 14:00:00,2011-05-12 11:57:00,-0.4918953966321051,1.028814145241319
15649,336,2,816.0,1,1,3,113,Lost,1,United Kingdom,2010-12-07 10:06:00,2011-01-07 13:34:00,-0.927888300132117,1.2092887248962467
15399,1,3,815.77,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-09-21 15:57:00,2011-12-08 13:04:00,1.2907696876014485,-1.9309183193224655
13811,184,3,814.5,1,2,3,123,Lost,2,Germany,2011-04-14 18:40:00,2011-06-09 09:54:00,-0.4393528136841617,0.9384749764936016
18064,133,2,814.0,2,1,3,213,Hibernating,1,United Kingdom,2011-04-18 15:08:00,2011-07-29 16:39:00,-0.5767554127727524,0.6237530474932632
16600,4,6,813.52,5,3,3,533,Loyal Customers,0,United Kingdom,2011-01-05 12:13:00,2011-12-05 16:00:00,1.4458149462773204,-1.1369893222584277
16621,52,4,813.48,3,3,3,333,Loyal Customers,2,United Kingdom,2011-03-07 11:32:00,2011-10-19 11:38:00,0.23948956022590473,0.23091559563752978
14421,57,2,813.11,3,1,3,313,Need Attention,2,United Kingdom,2011-05-12 10:49:00,2011-10-13 13:24:00,-0.2573895840920697,0.09249923144996078
16284,31,2,812.68,4,1,3,413,Recent Customers,0,United Kingdom,2011-10-20 13:54:00,2011-11-08 16:12:00,-0.030463164290567404,-0.2846993657477642
17980,166,3,811.45,2,2,3,223,Hibernating,2,United Kingdom,2010-12-15 15:50:00,2011-06-27 12:01:00,-0.40202741302279393,0.8722193318534597
16460,28,3,811.23,4,2,3,423,Potential Loyalists,2,United Kingdom,2011-09-19 10:15:00,2011-11-11 13:46:00,0.2666073077650961,-0.23770958590902586
16276,177,1,810.6,2,1,3,213,Hibernating,1,United Kingdom,2011-06-16 09:34:00,2011-06-16 09:34:00,-1.0540931102017046,0.6471342095179202
16624,81,2,810.57,2,1,3,213,Hibernating,2,United Kingdom,2011-05-26 14:20:00,2011-09-20 12:39:00,-0.39114807934928386,0.31087808228260044
15965,17,4,808.87,4,3,3,433,Loyal Customers,0,United Kingdom,2010-12-07 13:18:00,2011-11-22 16:44:00,0.6493255334162519,-0.4557518206320577
14499,26,3,808.44,4,2,3,423,Potential Loyalists,2,United Kingdom,2011-03-06 11:55:00,2011-11-13 13:01:00,0.29227296707525835,-0.28426317866565787
15533,19,3,807.57,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-09-11 15:41:00,2011-11-20 15:35:00,0.40640241741922933,-0.4749019140250075
12421,16,4,807.04,4,3,3,433,Loyal Customers,0,Spain,2011-01-24 15:09:00,2011-11-24 09:07:00,0.6700873087353338,-0.49281048577868497
13707,267,2,806.41,1,1,3,113,Lost,1,United Kingdom,2011-01-28 13:27:00,2011-03-17 18:03:00,-0.8459726971149648,1.0597562374338378
12434,85,2,806.14,2,1,3,213,Hibernating,2,Australia,2011-03-24 13:05:00,2011-09-16 12:38:00,-0.41193719318096056,0.3390777367380458
13637,52,3,804.3,3,2,3,323,Need Attention,2,United Kingdom,2011-04-27 13:06:00,2011-10-18 13:32:00,0.03220112445105507,0.14143052541353276
18248,123,2,804.02,2,1,3,213,Hibernating,1,United Kingdom,2011-06-06 13:18:00,2011-08-09 10:19:00,-0.5529703887184028,0.5700987411349282
12422,96,3,803.56,2,2,3,223,Hibernating,2,Australia,2011-01-19 09:13:00,2011-09-05 09:48:00,-0.19912165886256508,0.5242586374421615
15644,166,4,803.54,2,3,3,233,At Risk,2,United Kingdom,2011-03-23 15:37:00,2011-06-26 14:54:00,-0.20475251786775275,0.9540128871366952
18265,72,2,801.51,3,1,3,313,Need Attention,2,United Kingdom,2011-07-04 15:26:00,2011-09-28 14:10:00,-0.3520600910817454,0.23308814198462977
17114,6,8,801.12,5,4,3,543,Champions,3,United Kingdom,2011-01-09 11:39:00,2011-12-04 12:17:00,1.5374139290193107,-0.8331419327731489
16367,37,2,800.67,3,1,3,313,Need Attention,0,United Kingdom,2010-12-12 12:01:00,2011-11-02 13:13:00,-0.10316036759382262,-0.18117308060614512
15561,12,4,800.59,5,3,3,533,Loyal Customers,0,United Kingdom,2011-05-08 11:38:00,2011-11-28 11:07:00,0.7687635876057657,-0.6657914998816216
13720,117,4,799.9,2,3,3,233,At Risk,2,United Kingdom,2011-03-30 09:17:00,2011-08-15 12:46:00,-0.07423120285834554,0.732189610833691
17905,71,4,798.99,3,3,3,333,Loyal Customers,2,United Kingdom,2010-12-01 13:21:00,2011-09-29 17:33:00,0.11394382741612417,0.4185994979515832
17703,35,3,798.74,3,2,3,323,Need Attention,2,United Kingdom,2011-07-24 13:30:00,2011-11-04 15:51:00,0.17666258205962565,-0.1062820263323347
13280,122,3,798.46,2,2,3,223,Hibernating,2,United Kingdom,2011-01-06 17:10:00,2011-08-09 13:14:00,-0.29285119079014754,0.6724855425620065
16438,6,5,798.35,5,3,3,533,Loyal Customers,0,United Kingdom,2011-09-18 13:31:00,2011-12-04 10:51:00,1.1688841286802478,-0.9895002478435082
13389,11,3,797.96,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-04-21 12:12:00,2011-11-28 14:01:00,0.5958676045612885,-0.8030871729164828
12701,80,2,797.71,2,1,3,213,Hibernating,2,Germany,2011-04-11 13:02:00,2011-09-21 10:47:00,-0.39403448106636585,0.29728229796413463
13336,77,1,795.12,2,1,3,213,Hibernating,1,United Kingdom,2011-09-23 14:05:00,2011-09-23 14:05:00,-0.7480473494962766,0.11707600079436176
15831,58,3,794.64,3,2,3,323,Need Attention,2,United Kingdom,2011-01-19 14:52:00,2011-10-12 13:14:00,-0.014488590058419458,0.20502207800146777
15990,44,2,792.11,3,1,3,313,Need Attention,2,United Kingdom,2011-02-25 15:35:00,2011-10-26 15:58:00,-0.1728373077111653,-0.07789930600207762
13167,19,4,791.33,4,3,3,433,Loyal Customers,0,United Kingdom,2011-07-19 12:13:00,2011-11-21 12:24:00,0.5986960261513774,-0.3969345417474218
14976,57,7,790.86,3,4,3,343,Loyal Customers,2,United Kingdom,2011-01-17 11:09:00,2011-10-13 16:37:00,0.6169852340762066,0.4575933743841378
13016,73,3,789.89,2,2,3,223,Hibernating,2,United Kingdom,2011-08-08 15:00:00,2011-09-27 14:08:00,-0.10386090931016549,0.3464452555350094
16759,8,3,789.79,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-11-09 09:06:00,2011-12-02 12:42:00,0.7008880040501639,-0.9892026141086714
13329,32,2,789.0,4,1,3,413,Recent Customers,0,United Kingdom,2010-12-08 10:11:00,2011-11-08 10:29:00,-0.056221692386712395,-0.2759485979337796
14557,85,1,788.38,2,1,3,213,Hibernating,1,United Kingdom,2011-09-15 15:48:00,2011-09-15 15:48:00,-0.7893763683373393,0.17587602909336833
13323,3,5,787.85,5,3,3,533,Loyal Customers,0,United Kingdom,2011-09-16 13:23:00,2011-12-06 17:12:00,1.3763866211764382,-1.3490765476226236
13884,7,5,787.6,5,3,3,533,Loyal Customers,0,United Kingdom,2011-03-01 13:40:00,2011-12-02 16:30:00,1.1114554907608891,-0.9097811138876696
16546,291,2,787.15,1,1,3,113,Lost,1,United Kingdom,2010-12-02 12:07:00,2011-02-22 11:20:00,-0.8901830684336774,1.1053338587277612
13212,20,3,786.83,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-10-09 14:48:00,2011-11-20 12:40:00,0.37544377560451475,-0.45343589928092604
13109,60,2,786.54,3,1,3,313,Need Attention,2,United Kingdom,2011-07-05 14:56:00,2011-10-11 10:16:00,-0.29238718102636657,0.1123843767855058
12628,4,3,786.46,5,2,3,523,Potential Loyalists,0,Germany,2011-10-06 09:28:00,2011-12-05 13:15:00,0.9234204612865078,-1.3633585712720273
15806,46,3,784.58,3,2,3,323,Need Attention,2,United Kingdom,2011-03-08 09:24:00,2011-10-24 14:35:00,0.06634047184131919,0.05623716980076631
18136,63,3,784.33,3,2,3,323,Need Attention,2,United Kingdom,2011-01-24 12:08:00,2011-10-07 15:40:00,-0.05174678302726513,0.2518397505884524
17180,56,4,783.97,3,3,3,333,Loyal Customers,2,United Kingdom,2011-01-27 18:05:00,2011-10-14 15:46:00,0.1941972189305415,0.2635996304952994
16054,145,1,783.9,2,1,3,213,Hibernating,1,United Kingdom,2011-07-17 13:08:00,2011-07-17 13:08:00,-0.9942510328740547,0.5093196394430116
15952,34,4,781.91,3,3,3,333,Loyal Customers,2,United Kingdom,2011-04-28 12:55:00,2011-11-06 11:18:00,0.3792529057247636,-0.04652997468662662
17006,5,4,781.78,5,3,3,533,Loyal Customers,0,United Kingdom,2011-09-25 12:15:00,2011-12-05 12:09:00,1.0528614870149557,-1.1645925580377503
15679,24,4,781.28,4,3,3,433,Loyal Customers,2,United Kingdom,2011-06-10 08:24:00,2011-11-15 16:19:00,0.5074029261898506,-0.2601249909645562
13583,156,1,781.03,2,1,3,213,Hibernating,1,United Kingdom,2011-07-07 10:40:00,2011-07-07 10:40:00,-1.0237359912001365,0.5540340651406026
15239,10,2,780.59,5,1,3,513,Recent Customers,0,United Kingdom,2011-09-22 09:53:00,2011-11-29 14:14:00,0.3583712919321862,-0.9762963037321906
17797,22,3,780.43,4,2,3,423,Potential Loyalists,0,United Kingdom,2011-06-10 11:29:00,2011-11-17 13:21:00,0.33682516680426894,-0.3987363497607626
18228,57,2,779.9,3,1,3,313,Need Attention,2,United Kingdom,2011-09-21 10:48:00,2011-10-14 09:21:00,-0.2771374003608063,0.07733070818278223
12735,315,2,779.57,1,1,3,113,Lost,1,France,2011-01-06 14:26:00,2011-01-28 13:37:00,-0.9249387255125523,1.151887775326792
17411,12,3,778.94,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-03-23 13:44:00,2011-11-27 14:25:00,0.553867199026028,-0.761120325565266
13375,89,1,778.65,2,1,3,213,Hibernating,1,United Kingdom,2011-09-12 10:19:00,2011-09-12 10:19:00,-0.8126237259997268,0.20017913342784865
14815,37,2,778.5,3,1,3,313,Need Attention,0,United Kingdom,2011-10-03 11:36:00,2011-11-03 11:36:00,-0.11645775837859315,-0.19138695837200612
17414,44,2,778.0,3,1,3,313,Need Attention,2,United Kingdom,2011-06-08 11:43:00,2011-10-27 12:13:00,-0.18134881719622048,-0.08443709366963172
16505,32,1,777.6,4,1,3,413,Recent Customers,0,United Kingdom,2011-11-08 12:14:00,2011-11-08 12:14:00,-0.43000332745502706,-0.4363409072545388
13563,84,2,777.53,2,1,3,213,Hibernating,2,United Kingdom,2011-07-22 17:21:00,2011-09-16 14:45:00,-0.4245814181104806,0.31851920650715404
12425,78,1,777.2,2,1,3,213,Hibernating,1,Portugal,2011-09-22 17:31:00,2011-09-22 17:31:00,-0.7637084317000268,0.1168601173928813
15618,33,4,776.85,4,3,3,433,Loyal Customers,2,United Kingdom,2011-07-26 10:13:00,2011-11-07 08:34:00,0.3872516417318123,-0.06726773113122365
15743,16,4,775.96,4,3,3,433,Loyal Customers,0,United Kingdom,2011-06-08 10:14:00,2011-11-23 17:19:00,0.6514896506970517,-0.5070955593701034
13314,2,3,775.94,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-09-27 10:20:00,2011-12-08 12:29:00,1.1121776986037935,-1.6920876145112478
13341,261,1,775.85,1,1,3,113,Lost,1,United Kingdom,2011-03-24 09:50:00,2011-03-24 09:50:00,-1.2225078244153642,0.8762513723582095
16825,39,2,775.18,3,1,3,313,Need Attention,2,United Kingdom,2011-06-07 09:44:00,2011-11-01 11:51:00,-0.1380755024312464,-0.16042480823476135
15414,10,3,774.9,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-04-11 13:45:00,2011-11-30 09:50:00,0.6152190710250525,-0.8689133449356427
16043,38,4,773.99,3,3,3,333,Loyal Customers,2,United Kingdom,2011-01-26 11:14:00,2011-11-02 12:50:00,0.333094498587745,0.018367409132395224
16222,318,1,773.55,1,1,3,113,Lost,1,United Kingdom,2011-01-25 13:38:00,2011-01-25 13:38:00,-1.299108734621694,0.9999596064515474
15075,78,1,773.03,2,1,3,213,Hibernating,1,United Kingdom,2011-09-23 12:27:00,2011-09-23 12:27:00,-0.7662560353886906,0.1149032738968121
17764,51,2,772.55,3,1,3,313,Need Attention,2,United Kingdom,2011-05-12 16:11:00,2011-10-20 11:03:00,-0.2399074791817828,0.004661153738667598
17409,185,2,771.85,1,1,3,113,Lost,1,United Kingdom,2011-04-05 16:42:00,2011-06-08 10:36:00,-0.7271943291900512,0.8122845939178126
15353,255,2,770.12,1,1,3,113,Lost,1,United Kingdom,2010-12-07 11:49:00,2011-03-30 12:15:00,-0.8502788174187074,1.0139670502616025
14412,43,2,770.03,3,1,3,313,Need Attention,2,United Kingdom,2011-09-28 08:48:00,2011-10-28 10:45:00,-0.1776403343258787,-0.1024288340946288
12965,89,1,769.81,2,1,3,213,Hibernating,1,United Kingdom,2011-09-11 15:31:00,2011-09-11 15:31:00,-0.8180306124198624,0.19602604220243255
16480,76,1,769.29,2,1,3,213,Hibernating,1,United Kingdom,2011-09-25 11:40:00,2011-09-25 11:40:00,-0.7587572814754563,0.09688356955023592
13356,80,1,768.24,2,1,3,213,Hibernating,1,United Kingdom,2011-09-20 14:33:00,2011-09-20 14:33:00,-0.7787498595211624,0.12849165544550342
14672,235,2,765.55,1,1,3,113,Lost,1,United Kingdom,2011-01-07 15:48:00,2011-04-19 10:19:00,-0.8220233621542357,0.9602342720002099
17695,132,2,765.34,2,1,3,213,Hibernating,1,United Kingdom,2011-06-21 12:35:00,2011-07-31 10:40:00,-0.6030840399243961,0.5965832319139784
14885,132,1,765.32,2,1,3,213,Hibernating,1,United Kingdom,2011-07-31 12:05:00,2011-07-31 12:05:00,-0.9699859567007036,0.44147531280446267
17516,15,5,764.88,4,3,3,433,Loyal Customers,0,United Kingdom,2011-02-27 12:41:00,2011-11-24 16:51:00,0.8328133203718815,-0.48101728658577086
17268,108,4,763.64,2,3,3,233,At Risk,2,United Kingdom,2011-04-08 13:20:00,2011-08-24 10:06:00,-0.06589280824030096,0.6650212674646184
17466,10,2,763.28,5,1,3,513,Recent Customers,0,United Kingdom,2011-09-22 09:16:00,2011-11-29 13:15:00,0.34775206031658884,-0.9844530568459894
16806,103,4,762.16,2,3,3,233,At Risk,2,United Kingdom,2011-04-14 19:59:00,2011-08-28 15:27:00,-0.04887397625074335,0.6345479313789065
15599,27,2,761.74,4,1,3,413,Recent Customers,0,United Kingdom,2011-05-19 13:05:00,2011-11-13 11:44:00,-0.010108574659589146,-0.3928954997130212
14883,19,6,761.59,4,3,3,433,Loyal Customers,2,United Kingdom,2011-05-12 09:49:00,2011-11-21 10:23:00,0.8850166365182863,-0.28216078737112865
17425,19,2,759.17,4,1,3,413,Recent Customers,0,United Kingdom,2011-10-10 11:37:00,2011-11-20 15:30:00,0.11682281554707058,-0.607426559813594
16036,87,2,758.92,2,1,3,213,Hibernating,2,United Kingdom,2011-03-21 13:01:00,2011-09-13 14:53:00,-0.4493031230302744,0.3316959360088884
15568,3,3,758.29,5,2,3,523,Potential Loyalists,0,United Kingdom,2011-09-27 14:37:00,2011-12-07 11:27:00,0.9913879391146591,-1.5180847988781256
16725,302,7,758.27,1,4,3,143,At Risk,2,United Kingdom,2010-12-03 16:02:00,2011-02-10 16:52:00,-0.03449557869365159,1.4903666378321967
12413,67,3,758.1,3,2,3,323,Need Attention,2,France,2011-01-06 16:12:00,2011-10-04 09:00:00,-0.09101256443059039,0.27789967536568566
16205,31,4,757.63,4,3,3,433,Loyal Customers,2,United Kingdom,2011-06-13 11:33:00,2011-11-09 09:32:00,0.39854697765695096,-0.11481207460344395
14550,11,2,757.37,5,1,3,513,Recent Customers,0,United Kingdom,2011-10-26 12:14:00,2011-11-29 12:12:00,0.3108331033675496,-0.932120674952561
16770,58,5,757.1,3,3,3,333,Loyal Customers,2,United Kingdom,2010-12-02 15:49:00,2011-10-13 12:21:00,0.32948429352619063,0.34251794478432784
15223,226,2,755.75,1,1,3,113,Lost,1,United Kingdom,2011-04-04 12:17:00,2011-04-28 11:31:00,-0.8132715469897752,0.930899502014191
13370,372,1,754.87,1,1,3,113,Lost,1,United Kingdom,2010-12-03 10:26:00,2010-12-03 10:26:00,-1.3704238477624726,1.0902078882209465
18104,37,1,754.64,3,1,3,313,Need Attention,0,United Kingdom,2011-11-02 14:07:00,2011-11-02 14:07:00,-0.49808766648092695,-0.35780761586573046
14234,22,4,754.12,4,3,3,433,Loyal Customers,2,United Kingdom,2011-10-13 13:58:00,2011-11-17 17:53:00,0.522499747035569,-0.325853128887815
16470,52,4,752.77,3,3,3,333,Loyal Customers,2,United Kingdom,2010-12-16 11:53:00,2011-10-19 12:11:00,0.20276024205027685,0.20270338676577598
13730,136,2,752.6,2,1,3,213,Hibernating,1,United Kingdom,2011-07-01 12:47:00,2011-07-27 08:35:00,-0.6223521718473628,0.6092622936902038
13030,11,2,752.44,5,1,3,513,Recent Customers,0,United Kingdom,2010-12-06 14:31:00,2011-11-28 14:30:00,0.30774065763563696,-0.9344960178461075
16256,267,1,752.43,1,1,3,113,Lost,1,United Kingdom,2011-03-18 12:18:00,2011-03-18 12:18:00,-1.2456716605857383,0.8794565320979468
12908,176,2,750.0,2,1,3,213,Hibernating,1,United Kingdom,2011-01-31 12:37:00,2011-06-16 15:39:00,-0.7218468599188602,0.7703981779928609
17146,106,3,749.78,2,2,3,223,Hibernating,2,United Kingdom,2010-12-16 12:20:00,2011-08-26 12:44:00,-0.2694059300713607,0.561262365996845
14923,51,1,749.1,3,1,3,313,Need Attention,1,United Kingdom,2011-10-20 11:51:00,2011-10-20 11:51:00,-0.6213933207981027,-0.1616488446413914
